instance,algorithm,seed,objv,lb
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_777,IBS,7,569.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_333,IBS,8,493.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_777,IBS,8,593.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_555,IBS,6,513.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_777,IBS,9,755.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_333,IBS,6,487.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_555,IBS,8,514.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_333,IBS,9,721.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_555,IBS,9,639.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_777,IBS,8,682.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_333,IBS,6,721.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_777,IBS,7,634.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_333,IBS,9,495.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_555,IBS,6,453.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_333,IBS,6,467.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_333,IBS,9,623.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_777,IBS,6,560.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_555,IBS,8,454.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_333,IBS,9,467.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_333,IBS,8,527.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_333,IBS,9,582.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_555,IBS,7,437.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_555,IBS,10,539.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_333,IBS,9,577.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_777,IBS,10,594.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_555,IBS,9,453.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_333,IBS,10,621.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_333,IBS,7,463.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_555,IBS,7,526.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,IBS,7,696.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_333,IBS,10,721.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_333,IBS,9,486.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_777,IBS,10,683.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_777,IBS,7,683.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_555,IBS,7,453.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_555,IBS,8,547.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,IBS,9,733.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_777,IBS,9,596.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_555,IBS,6,586.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_333,IBS,7,570.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_777,IBS,10,629.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_333,IBS,10,571.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,IBS,6,733.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_555,IBS,6,547.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,IBS,8,733.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_777,IBS,8,570.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_555,IBS,7,686.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_777,IBS,7,755.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_333,IBS,7,574.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_333,IBS,7,621.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_777,IBS,8,632.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_777,IBS,10,588.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_777,IBS,10,551.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,IBS,9,604.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_777,IBS,7,560.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_555,IBS,8,439.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_777,IBS,10,568.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_777,IBS,9,643.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_333,IBS,7,467.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_777,IBS,9,550.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,IBS,8,696.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_777,IBS,6,684.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_555,IBS,7,414.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_555,IBS,7,639.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_555,IBS,7,513.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_333,IBS,7,710.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_333,IBS,6,494.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_555,IBS,9,491.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_333,IBS,8,467.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_555,IBS,8,413.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_777,IBS,7,589.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_777,IBS,9,562.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,IBS,7,733.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_777,IBS,8,755.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_333,IBS,9,710.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_777,IBS,8,747.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,IBS,10,724.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_555,IBS,8,639.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_777,IBS,7,635.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_333,IBS,8,570.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_555,IBS,7,548.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_555,IBS,10,686.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_333,IBS,8,584.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_333,IBS,10,463.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_777,IBS,6,634.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_555,IBS,6,532.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_333,IBS,6,463.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_555,IBS,10,415.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_555,IBS,6,686.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_777,IBS,8,563.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,10,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,6,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,4,608.0,546.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,8,623.0,606.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,5,793.0,438.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,8,776.0,478.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,7,793.0,325.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,5,841.0,269.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,10,497.0,495.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,3,730.0,388.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,5,597.0,378.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,10,793.0,403.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,9,850.0,375.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,4,603.0,479.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,3,843.0,370.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,9,793.0,314.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,1,793.0,310.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,1,858.0,326.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,6,806.0,408.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,7,852.0,369.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,4,643.0,446.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,9,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,5,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,8,599.0,561.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,10,596.0,554.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,9,605.0,520.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,2,588.0,376.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,3,793.0,305.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,9,623.0,610.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,7,783.0,411.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,8,794.0,358.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,6,617.0,442.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,2,740.0,354.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,4,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,4,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,9,585.0,488.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,8,603.0,394.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,2,543.0,470.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,9,601.0,362.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,4,857.0,263.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,1,685.0,437.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,7,847.0,312.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,5,543.0,485.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,3,421.0,420.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,9,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,6,662.0,554.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,1,793.0,386.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,3,814.0,365.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,7,793.0,333.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,7,636.0,546.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,4,617.0,556.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,6,793.0,345.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,3,812.0,436.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,8,855.0,264.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,4,712.0,439.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,3,763.0,488.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,9,620.0,541.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,4,623.0,603.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,2,498.0,492.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,4,793.0,391.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,10,793.0,301.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,7,713.0,322.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,9,620.0,545.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,1,518.0,382.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,3,808.0,329.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,10,586.0,375.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,2,623.0,603.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,2,789.0,329.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,7,744.0,496.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,4,726.0,233.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,1,762.0,405.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,6,733.0,472.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,10,793.0,330.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,7,623.0,615.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,9,520.0,452.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,8,797.0,428.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,751.0,451.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,5,843.0,451.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,6,767.0,476.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,1,809.0,278.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,9,579.0,473.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,5,623.0,610.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,9,793.0,248.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,7,802.0,376.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,8,682.0,545.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,3,628.0,606.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,7,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,10,793.0,246.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,1,635.0,551.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,7,592.0,517.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,7,793.0,434.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,4,736.0,308.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,10,693.0,332.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,10,702.0,404.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,1,592.0,506.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,9,858.0,269.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,8,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,7,668.0,448.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,5,584.0,509.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,6,612.0,511.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,5,810.0,358.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,3,600.0,512.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,6,853.0,312.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,6,607.0,487.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,2,847.0,368.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,10,852.0,261.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,8,582.0,522.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,3,497.0,497.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,2,742.0,481.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,10,638.0,444.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,10,848.0,323.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,7,830.0,263.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,5,575.0,477.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,2,675.0,359.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,6,593.0,558.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,2,714.0,270.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,3,607.0,556.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,9,834.0,326.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,6,541.0,396.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,10,609.0,344.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,5,706.0,310.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_999,LBBD,1,550.0,477.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,7,674.0,477.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,2,793.0,361.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,6,826.0,330.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,1,793.0,434.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,8,629.0,429.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,10,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,9,669.0,484.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,5,585.0,398.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,2,728.0,240.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,10,646.0,469.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,4,849.0,313.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,1,793.0,240.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,8,787.0,301.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_999,LBBD,7,793.0,408.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,6,843.0,371.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,8,851.0,326.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,2,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,6,793.0,304.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,1,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,3,524.0,256.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,8,755.0,446.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,5,655.0,549.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,5,829.0,361.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,6,723.0,363.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,1,607.0,502.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,4,802.0,360.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,2,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,9,812.0,445.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,5,636.0,478.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,10,791.0,445.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_999,LBBD,8,793.0,304.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,8,778.0,476.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,1,777.0,542.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_999,LBBD,6,623.0,619.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,5,846.0,306.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,2,596.0,540.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,1,805.0,476.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,6,783.0,459.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,3,529.0,437.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,LBBD,5,421.0,421.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,8,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,8,676.0,476.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,7,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,4,816.0,376.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,8,841.0,398.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,4,757.0,452.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Early_123,LBBD,1,453.0,453.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,7,804.0,441.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,3,793.0,365.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_123,LBBD,6,840.0,266.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,4,711.0,486.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,1,816.0,369.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,8,817.0,364.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,7,847.0,370.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,6,641.0,479.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,7,719.0,548.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_999,LBBD,2,544.0,431.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,10,659.0,559.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_999,LBBD,4,574.0,513.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Early_123,LBBD,1,857.0,322.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_123,LBBD,1,646.0,348.0
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_Late_123,LBBD,9,498.0,486.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_Late_999,LBBD,6,699.0,371.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,9,705.0,459.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryEarly_999,LBBD,7,792.0,233.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,5,669.0,455.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_999,LBBD,3,654.0,540.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_999,LBBD,2,790.0,446.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,LBBD,5,747.0,486.0
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_999,LBBD,5,793.0,362.0
